3.40E+01	9.50E-01	5.86E-01
3.50E+01	9.46E-01	6.12E-01
3.60E+01	9.44E-01	6.37E-01
3.70E+01	9.45E-01	6.62E-01
3.80E+01	9.46E-01	6.86E-01
3.90E+01	9.47E-01	7.11E-01
4.00E+01	9.48E-01	7.36E-01
4.10E+01	9.48E-01	7.62E-01
4.20E+01	9.43E-01	7.88E-01
4.30E+01	9.38E-01	8.14E-01
4.40E+01	9.33E-01	8.39E-01
4.50E+01	9.28E-01	8.63E-01
4.60E+01	9.21E-01	8.87E-01
4.70E+01	9.11E-01	9.11E-01
4.80E+01	9.01E-01	9.34E-01
4.90E+01	8.92E-01	9.57E-01
5.00E+01	8.82E-01	9.79E-01
5.10E+01	8.72E-01	1.00E+00
5.20E+01	8.59E-01	1.02E+00
5.30E+01	8.45E-01	1.05E+00
5.40E+01	8.31E-01	1.07E+00
5.50E+01	8.17E-01	1.09E+00
5.60E+01	8.03E-01	1.11E+00
5.70E+01	7.87E-01	1.13E+00
5.80E+01	7.69E-01	1.14E+00
5.90E+01	7.51E-01	1.16E+00
6.00E+01	7.33E-01	1.18E+00
6.10E+01	7.15E-01	1.20E+00
6.20E+01	6.96E-01	1.21E+00
6.30E+01	6.78E-01	1.23E+00
6.40E+01	6.59E-01	1.24E+00
6.50E+01	6.40E-01	1.26E+00
6.60E+01	6.22E-01	1.27E+00
6.70E+01	6.03E-01	1.29E+00
6.80E+01	5.83E-01	1.30E+00
6.90E+01	5.61E-01	1.32E+00
7.00E+01	5.40E-01	1.33E+00
7.10E+01	5.19E-01	1.34E+00
7.20E+01	4.98E-01	1.35E+00
7.30E+01	4.75E-01	1.36E+00
7.40E+01	4.50E-01	1.37E+00
7.50E+01	4.25E-01	1.38E+00
7.60E+01	4.01E-01	1.39E+00
7.70E+01	3.76E-01	1.40E+00
7.80E+01	3.50E-01	1.40E+00
7.90E+01	3.25E-01	1.41E+00
8.00E+01	2.99E-01	1.42E+00
8.10E+01	2.73E-01	1.42E+00
8.20E+01	2.48E-01	1.43E+00
8.30E+01	2.23E-01	1.43E+00
8.40E+01	1.98E-01	1.44E+00
8.50E+01	1.73E-01	1.44E+00
8.60E+01	1.49E-01	1.44E+00
8.70E+01	1.26E-01	1.44E+00
8.80E+01	1.04E-01	1.45E+00
8.90E+01	8.06E-02	1.45E+00
9.00E+01	5.66E-02	1.45E+00
